"demoniacally","0.02278367261638675"
"fight","0.012695620864023897"
"tend","0.011511803305989509"
"manage","0.012055599149882324"
"woods.checking","0.011391836308193374"
"University","0.011511803305989509"
"story","0.01215469909228665"
"although","0.012055599149882324"
"search","0.012055599149882324"
"she","0.361099803611179"
"Tennessee","0.011391836308193374"
"along","0.012055599149882324"
"place","0.012524649807730447"
"Scotty","0.10252652677374037"
"alone","0.011739801683381222"
"alternate","0.023023606611979018"
"turn","0.012611204016320765"
"Ash's","0.011627702833195542"
"death","0.01285844728602393"
"back-door","0.011391836308193374"
"hysterical","0.011391836308193374"
"blood","0.011391836308193374"
"he","0.20455761263614225"
"demon","0.023023606611979018"
"apart","0.011511803305989509"
"trapdoor","0.011391836308193374"
"investigate","0.023479603366762445"
"pencil","0.011391836308193374"
"opening","0.011391836308193374"
"try","0.025556006743027306"
"go","0.025556006743027306"
"face","0.012055599149882324"
"raise","0.011627702833195542"
"before","0.025391241728047794"
"next","0.012435847188254943"
"use","0.012778003371513653"
"run","0.012524649807730447"
"spring","0.011391836308193374"
"drawing","0.011391836308193374"
"trouble","0.011391836308193374"
"leave","0.013234508295547766"
"possess","0.09302162266556434"
"mention","0.011511803305989509"
"do","0.039267028123628055"
"tell","0.025556006743027306"
"axe","0.011391836308193374"
"look","0.011953540567200127"
"Ash","0.15116013683154203"
"later","0.01285844728602393"
"girlfriend","0.023696682464454978"
"back","0.01285844728602393"
"suffer","0.011739801683381222"
"consciousness","0.011391836308193374"
"eventually","0.012611204016320765"
"fire","0.01215469909228665"
"Cheryl","0.11511803305989508"
"unaware","0.011739801683381222"
"down","0.012524649807730447"
"agree","0.012251007112422541"
"world","0.011739801683381222"
"body","0.01215469909228665"
"recording","0.011627702833195542"
"cellar.Shelly","0.011391836308193374"
"entity","0.011391836308193374"
"become","0.06389001685756825"
"mysteriously","0.011391836308193374"
"violently","0.011391836308193374"
"who","0.027274348351485636"
"after","0.01350815099085567"
"student","0.011627702833195542"
"crevice","0.011391836308193374"
"card","0.011511803305989509"
"fireplace","0.023023606611979018"
"decapitate","0.011627702833195542"
"crash","0.011739801683381222"
"collapse","0.011511803305989509"
"demonically","0.011391836308193374"
"however","0.012778003371513653"
"unable","0.011953540567200127"
"incantation","0.011511803305989509"
"mysterious","0.011739801683381222"
"bury","0.023479603366762445"
"far","0.011511803305989509"
"forest","0.011848341232227489"
"grave","0.023023606611979018"
"narrowly","0.011511803305989509"
"impale","0.023255405666391085"
"near","0.023255405666391085"
"Michigan","0.011391836308193374"
"burn","0.011627702833195542"
"make","0.02617801874908537"
"scare","0.011739801683381222"
"seeping","0.011391836308193374"
"room","0.011953540567200127"
"attempt","0.0258740835006507"
"motorist","0.011391836308193374"
"can","0.01285844728602393"
"connect","0.011627702833195542"
"sudden","0.011391836308193374"
"retire","0.011511803305989509"
"through","0.07715068371614357"
"rises.as","0.011391836308193374"
"sun","0.011391836308193374"
"barricade","0.011391836308193374"
"hand","0.012344676221869551"
"sister","0.011848341232227489"
"destroy","0.012251007112422541"
"throw","0.01215469909228665"
"too","0.01215469909228665"
"cellar","0.034535409917968524"
"five","0.011511803305989509"
"Naturon","0.011391836308193374"
"speed","0.011511803305989509"
"unleash","0.011627702833195542"
"soon","0.01215469909228665"
"snatch","0.011391836308193374"
"emotionally","0.011511803305989509"
"which","0.02632506564776132"
"ceremonial","0.011511803305989509"
"see","0.0258740835006507"
"State","0.011391836308193374"
"take","0.013234508295547766"
"venture","0.011391836308193374"
"accompany","0.011627702833195542"
"descend","0.023023606611979018"
"sneak","0.011627702833195542"
"shell","0.011391836308193374"
"Demonto","0.011391836308193374"
"shake","0.011391836308193374"
"door","0.03586062170160038"
"dagger","0.011391836308193374"
"draw","0.012055599149882324"
"open","0.011953540567200127"
"break","0.03757394942319134"
"avoid","0.011627702833195542"
"fail","0.011953540567200127"
"tree","0.034535409917968524"
"dismember","0.02278367261638675"
"burnt","0.011391836308193374"
"drive","0.012251007112422541"
"shotgun","0.023023606611979018"
"only","0.025391241728047794"
"focus","0.011627702833195542"
"arm","0.011739801683381222"
"isolate","0.011511803305989509"
"hill","0.011391836308193374"
"numerous","0.011511803305989509"
"again","0.012344676221869551"
"like","0.01215469909228665"
"vacation","0.011627702833195542"
"start","0.011739801683381222"
"shoot","0.012344676221869551"
"woodsh","0.011391836308193374"
"evil","0.034883108499586625"
"chainsaw","0.011627702833195542"
"outside","0.0486187963691466"
"upon","0.012251007112422541"
"unseen","0.011511803305989509"
"incident","0.011391836308193374"
"cross","0.011511803305989509"
"cabin","0.09209442644791607"
"sumerian","0.011391836308193374"
"imagination.when","0.011391836308193374"
"tape","0.011739801683381222"
"Dead","0.03417550892458012"
"escape","0.02522240803264153"
"version","0.011511803305989509"
"Linda","0.05755901652994754"
"end","0.012611204016320765"
"rape","0.011511803305989509"
"stay","0.011848341232227489"
"clock","0.011511803305989509"
"return","0.013089009374542685"
"ankle","0.011391836308193374"
"Shelly","0.011391836308193374"
"'s","0.027274348351485636"
"fall","0.02522240803264153"
"spirit","0.011511803305989509"
"stab","0.011627702833195542"
"injury","0.02278367261638675"
"cut","0.011953540567200127"
"attack","0.0776222505019521"
"force","0.025391241728047794"
"dismiss","0.011848341232227489"
"cause","0.0243093981845733"
"Williams","0.011953540567200127"
"terror","0.011511803305989509"
"kill","0.02646901659109553"
"where","0.013089009374542685"
"Evil","0.011627702833195542"
"hear","0.023479603366762445"
"more","0.012344676221869551"
"when","0.026883532426405198"
"trail","0.023255405666391085"
"longer","0.011739801683381222"
